first_name,last_name,country_code,state_code,city,cb_url,twitter_url,facebook_url,primary_affiliation_organization,primary_affiliation_title,primary_organization_uuid,uuid
Betty,Kayton,USA,CA,San Francisco,https://www.crunchbase.com/person/betty-kayton,https://www.twitter.com/bettykayton,,Extole,CFO,ac8e670d-9193-bc11-d637-556aee3975f9,4673d1a9-dca0-345c-43bb-35b00ea79c7b
Daniel,Leff,USA,CA,San Francisco,https://www.crunchbase.com/person/daniel-leff,https://www.twitter.com/dr_daniel_leff,,Luminari Capital,Founder & Managing Partner,cd2b3d96-fccb-b4b8-a216-6c6f9f7cef48,ef8f55a2-ef87-9c85-1be8-c8a26bfef6a2
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
John,Donovan,USA,MA,Cambridge,https://www.crunchbase.com/person/john-donovan-6,,,Massachusetts Institute of Technology - MIT,"Affiliate, Economics Department",6599f877-7c83-0c47-b05b-dbedd3db7b3a,6171f0b6-e39f-247f-1290-cfa84781e4c8
